CNPJ;RegistroANS;RazaoSocial;Modalidade;UF;Trimestre;Ano;ValorDespesas
21205801000163;419851;CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE;Autogestão;SC;Q1;2025;2477142.7
04204285000133;358754;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;Autogestão;PA;Q2;2025;30948585.95
00946953000147;337498;UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;Q3;2025;51420796.61
27452545000195;421421;2CARE OPERADORA DE SAÚDE LTDA.;Medicina de Grupo;SP;Q2;2025;125788780.44
81733115000197;354627;UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;Q3;2025;38714962.51
72547623000190;306045;SANTA CASA DE MISERICÓRDIA DE TUPÃ;Filantropia;SP;Q3;2025;6537741.3
72234164000194;352519;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;Cooperativa Médica;RS;Q3;2025;11781113.06
11214624000128;344885;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PE;Q1;2025;352427564.39
71064539000152;324175;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q3;2025;22317147.2
03849449000117;411752;ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE;Medicina de Grupo;SP;Q3;2025;145515020.26
27113113000150;420981;S1 OPERADORA DE PLANO DE SAÚDE LTDA;Medicina de Grupo;DF;Q1;2025;1516452.39
03098226000165;403962;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;PE;Q2;2025;30691192.81
03013779000178;421871;ANGELI SISTEMAS DE SAUDE S.A.;Medicina de Grupo;PR;Q1;2025;2341437.47
40960189000189;324523;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;Cooperativa Médica;PB;Q1;2025;198.58
09306242000182;330281;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;Autogestão;PB;Q3;2025;36049492.27
15323270000100;419150;ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA;Medicina de Grupo;SP;Q1;2025;13607044.11
01608379000180;357138;UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;Cooperativa Médica;SP;Q2;2025;74632588.33
49320799000192;342611;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;SP;Q3;2025;96336249.93
05455431000166;327328;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;Medicina de Grupo;CE;Q1;2025;282159.35
05657234000120;337374;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;Cooperativa Médica;RO;Q3;2025;219635810.34
02849393000138;366561;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.;Medicina de Grupo;SP;Q2;2025;155367941.54
33546979000157;305472;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;Cooperativa Médica;GO;Q3;2025;73063177.93
29780384000194;342955;HSMED SAUDE LTDA;Medicina de Grupo;RJ;Q2;2025;1956558.78
08097092000181;416401;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;Autogestão;DF;Q1;2025;45328501.42
69612158000119;313475;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PI;Q1;2025;3534694.43
59007799000190;360783;ASSOCIACAO DE SAUDE HOLAMBRA;Medicina de Grupo;SP;Q1;2025;2938905.88
66477217000103;345458;UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q1;2025;15986586.53
39419809000198;331988;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;Autogestão;RJ;Q2;2025;225444017.49
42939207000176;367613;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;Q2;2025;4843723.01
12442737000143;327689;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;AL;Q3;2025;766086235.58
11973134000105;417815;SUL AMÉRICA ODONTOLÓGICO S/A;Odontologia de Grupo;SP;Q2;2025;33032512.88
81170003000175;370070;UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q1;2025;120972273.99
24645912000189;420166;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;Medicina de Grupo;SP;Q1;2025;44169153.85
42182170000184;324361;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;Medicina de Grupo;RJ;Q1;2025;58779300.54
04299994000140;413551;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;Medicina de Grupo;MG;Q3;2025;645496.62
36567721000125;422398;SAMI ASSISTÊNCIA MÉDICA LTDA;Medicina de Grupo;SP;Q1;2025;23026981.04
37313475000148;309907;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;TO;Q1;2025;34555131.88
02888465000156;318477;OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.;Medicina de Grupo;SP;Q1;2025;26388334.65
56384183000140;347655;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;Filantropia;SP;Q1;2025;26362019.42
01445199000124;385255;UNIHOSP SAÚDE LTDA;Medicina de Grupo;SP;Q3;2025;118389420.66
03533726000188;342084;UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q2;2025;657586799.13
04430627000133;415987;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;Odontologia de Grupo;SE;Q1;2025;1051624.06
33719485000127;346659;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;Autogestão;DF;Q1;2025;1821923779.06
89100135000132;362832;UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;27793332.2
32421708000102;421766;BEST SENIOR OPERADORA DE SAÚDE LTDA;Medicina de Grupo;ES;Q3;2025;57858804.19
78613841000161;326755;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;Filantropia;PR;Q1;2025;45638422.88
47432143000136;423441;PLENUM ASSISTENCIA MEDICA  LTDA;Medicina de Grupo;DF;Q3;2025;7171650.97
87306361000149;313211;UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;97555159.95
53678264000165;358088;UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;117992153.24
28310835000167;421367;MEDHEALTH PLANOS DE SAÚDE LTDA;Medicina de Grupo;PR;Q1;2025;1484944.68
26368613000170;347736;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;Q1;2025;9167721.04
08708980000193;416738;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;Medicina de Grupo;SP;Q2;2025;40907020.72
15214919000155;326861;PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.;Medicina de Grupo;BA;Q1;2025;73551777.82
"";000477;OPERADORA NÃO ENCONTRADA;;;Q1;2025;93880682.42
16415598000110;350371;UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;BA;Q1;2025;59617575.89
36503186000149;422339;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;Medicina de Grupo;RJ;Q3;2025;299940659.04
28630531000187;343731;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;Cooperativa Médica;RJ;Q3;2025;715508786.35
27085968000114;418820;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;Autogestão;RJ;Q1;2025;11404058.95
24676884000167;359777;UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MT;Q1;2025;59002483.44
39427632000171;422631;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;Autogestão;RJ;Q1;2025;30838913.81
28714533000154;344397;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;RJ;Q2;2025;186479131.93
23053901000147;420085;SANTA CASA DE SAÚDE - SCS;Medicina de Grupo;ES;Q1;2025;3855833.88
86483542000188;337561;UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;Q3;2025;12953599.93
85177194000158;317012;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;Cooperativa Médica;SC;Q3;2025;43119382.85
44663631000166;306126;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;Q3;2025;141276585.33
01685053000156;006246;SUL AMERICA COMPANHIA DE SEGURO SAÚDE;Seguradora Especializada em Saúde;RJ;Q3;2025;20047570696.4
39210844000100;320897;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;Q2;2025;40782418.35
85283299000191;354295;UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE;Cooperativa Médica;SC;Q3;2025;186476790.48
32440968000125;320706;UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;ES;Q1;2025;98591544.35
87701249000102;311618;UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;80013244.36
18321477000134;419249;ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS;Medicina de Grupo;SP;Q2;2025;239853500.42
75055772000120;304701;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;Cooperativa Médica;PR;Q2;2025;1570957445.64
02989632000155;401480;EVANGELICO SAUDE LTDA.;Medicina de Grupo;PR;Q3;2025;17465204.38
00307714000147;412635;ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL;Autogestão;SP;Q2;2025;9521909.91
73967085000155;353663;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q1;2025;95707596.61
04165719000133;413160;GS PLANO GLOBAL DE SAÚDE LTDA;Medicina de Grupo;RJ;Q3;2025;38372032.59
50876139000171;423661;NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA;Medicina de Grupo;RJ;Q3;2025;67955530.72
12585261000108;307751;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;Autogestão;PE;Q3;2025;93590998.2
25063964000100;420701;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;Autogestão;RS;Q3;2025;27662722.82
75222224000147;343269;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q2;2025;498513834.93
11996146000155;417661;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;Autogestão;PE;Q2;2025;31052008.23
25906728000108;419028;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;Cooperativa odontológica;MG;Q2;2025;1498193.93
81064511000179;358096;UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q1;2025;22777829.02
29167970000168;309028;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;Medicina de Grupo;RJ;Q2;2025;6153640.88
26629238000174;312347;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;Cooperativa Médica;GO;Q3;2025;109159899.34
24449225000198;340952;UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PE;Q2;2025;216671375.25
82624776000147;334561;UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SC;Q3;2025;547591438.53
41871989000196;301060;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q2;2025;28521176.99
72916364000127;407569;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;Autogestão;SP;Q2;2025;3421666.04
87689527000153;352179;UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;Q3;2025;65193145.45
50432863000106;416495;MATÃO CLINICAS & AMHMA SAÚDE LTDA;Medicina de Grupo;SP;Q2;2025;35075235.14
03273825000178;406481;METLIFE PLANOS ODONTOLÓGICOS LTDA.;Odontologia de Grupo;SP;Q2;2025;43589309.96
82956996000178;315044;FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;Autogestão;SC;Q2;2025;113339183.12
00034259000153;410110;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA;Autogestão;SP;Q2;2025;13149991.73
82996703000186;329339;UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA;Cooperativa Médica;SC;Q3;2025;238043635.1
43643139000166;319996;UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS;Cooperativa Médica;SP;Q3;2025;939046852.29
04222989000139;413429;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;Odontologia de Grupo;PB;Q2;2025;9799617.19
87096616000196;352501;UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.;Cooperativa Médica;RS;Q3;2025;2807140036.21
31596055000130;421561;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;Odontologia de Grupo;TO;Q2;2025;416773.42
88258884000120;356417;UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;Cooperativa Médica;RS;Q1;2025;98987030.79
08315806000180;336467;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PB;Q1;2025;3720371.32
10935483000170;417947;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;Medicina de Grupo;SP;Q2;2025;65715242.15
83367342000171;406554;ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE;Filantropia;PA;Q2;2025;64488619.52
30724638000136;421618;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;Medicina de Grupo;SP;Q3;2025;4013116.69
77858611000108;360449;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SC;Q3;2025;933735045.07
03990914000135;412996;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;BA;Q3;2025;6561049.01
68709211000131;330566;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;Q2;2025;56167832.77
79115762000193;336831;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;Filantropia;PR;Q2;2025;66189401.96
00891689000191;358436;UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS;Cooperativa odontológica;GO;Q3;2025;14106490.72
02597394000132;314099;UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MT;Q2;2025;105964666.96
37898335000189;357715;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;GO;Q3;2025;31370774.91
07583396000196;356123;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;Cooperativa Médica;CE;Q1;2025;34643329.44
25686544000180;362573;UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;Q2;2025;19381473.61
00366982000130;386596;CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO;Cooperativa Médica;GO;Q3;2025;85369517.26
75003525000180;361615;UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q3;2025;82449193.43
"";345741;OPERADORA NÃO ENCONTRADA;;;Q3;2025;1856157.66
13083167000105;420093;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;Autogestão;SE;Q3;2025;3267960.1
42855999000109;359033;UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q1;2025;9210445.24
26189530000113;330108;UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q3;2025;85965725.17
35657268000185;422321;ASSOCIAÇÃO DE SAÚDE DO VALE;Medicina de Grupo;SC;Q1;2025;14613755.83
03980208000102;342386;UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MS;Q3;2025;29408220.89
59849182000112;345091;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;Filantropia;SP;Q2;2025;32952071.76
01659087000176;342131;UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;RO;Q2;2025;15910491.97
01387625000110;349682;DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.;Medicina de Grupo;RS;Q2;2025;162581764.58
37135365000133;395480;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;Medicina de Grupo;AL;Q2;2025;37423280.41
11828089000103;418374;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;Autogestão;DF;Q3;2025;69703213.56
16921561000163;304051;UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q1;2025;25637777.07
17897995000138;419486;PLADISA PLANOS DE SAÚDE SA;Medicina de Grupo;SC;Q1;2025;14107653.46
01569902000106;346951;UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO;Cooperativa Médica;SC;Q1;2025;15655349.67
01193663000132;324566;UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;GO;Q1;2025;18628240.88
59527440000144;347795;UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;Q1;2025;1377650.17
38272479000198;422584;PB ASSISTENCIA MEDICA EU LTDA;Medicina de Grupo;BA;Q2;2025;11891150.32
72957814000120;330116;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;Filantropia;SP;Q3;2025;34497210.01
17774738000109;354066;UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.;Cooperativa Médica;MG;Q3;2025;290170797.59
08225953000160;421197;SANTA CASA DE MAUÁ SAÚDE;Medicina de Grupo;SP;Q1;2025;23701189.83
02403281000159;342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;Medicina de Grupo;ES;Q2;2025;375217829.23
07241136000132;353353;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PI;Q2;2025;280163653.3
04202013000102;415693;POLICLIN SAÚDE S/A.;Medicina de Grupo;SP;Q2;2025;80223469.36
23053901000147;420085;SANTA CASA DE SAÚDE - SCS;Medicina de Grupo;ES;Q3;2025;14564781.09
37652765000116;334847;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;GO;Q3;2025;13782818.25
00660903000107;315567;FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG;Autogestão;MG;Q1;2025;44647215.63
07945024000162;417955;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;Autogestão;PR;Q2;2025;33075323.22
02866602000151;416428;SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.;Medicina de Grupo;SP;Q1;2025;1053537.38
37313475000148;309907;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;TO;Q3;2025;100611799.04
00628107000189;346926;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;Autogestão;DF;Q1;2025;339345947.14
44663631000166;306126;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;Q1;2025;43748678.28
02403281000159;342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;Medicina de Grupo;ES;Q1;2025;183408719.34
49754083000101;423700;EVO SAUDE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;DF;Q1;2025;1940.05
30036685000197;324477;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;Autogestão;RJ;Q2;2025;151135184.8
03637776000105;410888;FILOSANITAS SAUDE LTDA;Medicina de Grupo;SP;Q3;2025;23680208.32
24243925000121;321125;UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;AL;Q2;2025;9741830.3
21490586000190;337188;COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE;Cooperativa Médica;MG;Q2;2025;147496588.81
12442737000143;327689;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;AL;Q2;2025;505372770.2
24645912000189;420166;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA;Medicina de Grupo;SP;Q3;2025;134232308.87
02812468000106;339679;UNIMED NACIONAL - COOPERATIVA CENTRAL;Cooperativa Médica;SP;Q1;2025;1603725432.27
01672007000112;333239;SISTEMA PREVSAUDE DENTAL LTDA;Odontologia de Grupo;CE;Q3;2025;949872.53
78953023000108;366064;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;Q2;2025;34863050.55
45100138000109;335100;UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;625659693.57
58229691000180;355721;UNIMED DE SANTOS COOP DE TRAB MEDICO;Cooperativa Médica;SP;Q2;2025;424086492.19
48717516000188;385620;UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;11518543.22
71565659000133;406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;Autogestão;SP;Q1;2025;1938497.85
01012474000116;343722;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;Q1;2025;3123840.54
05774975000190;414701;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;SE;Q2;2025;4309167.72
00338763000147;348830;PLENA SAÚDE S.A.;Medicina de Grupo;SP;Q2;2025;113681799.6
44477823000188;423173;INTEGRA ASSISTENCIA MEDICA SA;Medicina de Grupo;SP;Q1;2025;66088065.98
62550256000120;348520;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;Medicina de Grupo;CE;Q3;2025;702951195.6
45100138000109;335100;UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q1;2025;299531883.53
02018620000183;344788;UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MS;Q3;2025;10722319.18
67839969000121;394734;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;Medicina de Grupo;SP;Q1;2025;20181647.42
00856424000152;389358;CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;Odontologia de Grupo;SP;Q2;2025;5109739.03
01647867000104;320838;UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS;Cooperativa Médica;MG;Q3;2025;776790.64
10414182000109;416801;UNIMED SAÚDE E ODONTO S.A;Medicina de Grupo;SP;Q3;2025;67040518.67
19878404000100;339954;FUNDAÇÃO SÃO FRANCISCO XAVIER;Filantropia;MG;Q3;2025;518424666.68
83367342000171;406554;ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE;Filantropia;PA;Q1;2025;38201727.44
22666341000133;305626;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;Medicina de Grupo;MG;Q2;2025;13215734.31
10935483000170;417947;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;Medicina de Grupo;SP;Q3;2025;98194437.41
00668790000188;320820;CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE;Autogestão;RS;Q1;2025;10613737.74
35908607000159;319872;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;Medicina de Grupo;RJ;Q1;2025;977782.98
71925531000133;347108;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q3;2025;40244154.64
03187913000157;414387;ODONTOART PLANOS ODONTOLÓGICOS LTDA;Odontologia de Grupo;CE;Q2;2025;2868951.25
79831608000118;356476;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;Autogestão;SC;Q3;2025;99969811.19
04299138000194;415111;BIOVIDA SAÚDE LTDA.;Medicina de Grupo;SP;Q1;2025;61834619.22
01371135000126;311057;UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;Q1;2025;64547.93
08380701000105;335592;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;Cooperativa Médica;RN;Q2;2025;563817103.22
44857357000166;380661;METRUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;SP;Q2;2025;180019223.63
35617257000171;302627;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;Autogestão;PE;Q2;2025;21190646
64327059000171;315648;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MG;Q1;2025;11037437.84
41871989000196;301060;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;Q3;2025;44476632
29640612000120;321931;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;Filantropia;RJ;Q3;2025;35380820.19
49210966000142;311847;UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;Q2;2025;172858038.28
05029064000139;414930;SAÚDE SANTA TEREZA LTDA.;Medicina de Grupo;SP;Q2;2025;49518559.27
